Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Hawaii,Female,65-74 years,,157,11,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Hawaii,Female,75-84 years,,177,10,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Hawaii,Female,85 years and over,16,466,25,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,All Ages,367,2758,287,198,0,456,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,Under 1 year,0,11,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,0-17 years,0,24,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,15-24 years,,31,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,18-29 years,,39,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,25-34 years,,46,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,30-39 years,,64,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,35-44 years,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,40-49 years,,77,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,45-54 years,,105,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,50-64 years,42,414,36,26,0,52,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,55-64 years,35,351,30,22,0,43,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,65-74 years,75,565,69,48,0,96,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,75-84 years,129,736,95,67,0,157,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,All Sexes,85 years and over,111,839,80,52,0,139,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,All Ages,223,1519,175,123,0,275,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,0-17 years,0,14,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,15-24 years,,25,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,18-29 years,,31,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,25-34 years,,32,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,30-39 years,,42,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,35-44 years,,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,40-49 years,,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,45-54 years,,64,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,50-64 years,26,251,22,15,0,33,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,55-64 years,22,210,18,13,0,27,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,65-74 years,49,335,41,29,0,61,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,75-84 years,83,428,66,48,0,101,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Male,85 years and over,60,372,42,29,0,73,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,All Ages,144,1239,112,75,0,181,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,0-17 years,0,10,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,5-14 years,0,0,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,18-29 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,25-34 years,,14,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,30-39 years,,22,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,35-44 years,,25,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,40-49 years,,31,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,45-54 years,,41,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,50-64 years,16,163,14,11,0,19,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,55-64 years,13,141,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,65-74 years,26,230,28,19,0,35,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,75-84 years,46,308,29,19,0,56,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Idaho,Female,85 years and over,51,467,38,23,0,66,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,All Ages,3501,23394,2939,1947,,4494,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,Under 1 year,0,113,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,0-17 years,,188,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,1-4 years,0,19,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,5-14 years,0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,15-24 years,,174,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,18-29 years,14,358,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,25-34 years,21,422,11,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,30-39 years,28,492,22,13,0,37,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,35-44 years,51,600,37,22,0,66,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,40-49 years,94,796,68,45,0,117,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,45-54 years,155,1163,127,91,0,191,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,50-64 years,442,3534,390,259,,573,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,55-64 years,347,2845,308,200,,455,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,65-74 years,804,4756,702,485,0,1021,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,75-84 years,972,5675,861,596,,1238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,All Sexes,85 years and over,1145,7595,885,544,0,1486,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,All Ages,1961,12016,1679,1163,,2477,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,Under 1 year,0,58,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,0-17 years,,96,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,5-14 years,0,13,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,15-24 years,,131,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,18-29 years,,271,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,25-34 years,11,311,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,30-39 years,13,349,14,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,35-44 years,31,394,24,15,0,40,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,40-49 years,66,486,44,33,0,77,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,45-54 years,104,730,78,60,0,122,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,50-64 years,296,2250,255,174,,377,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,55-64 years,235,1807,206,137,,304,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,65-74 years,521,2756,432,307,0,646,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,75-84 years,565,2904,504,370,0,699,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Male,85 years and over,490,2904,423,269,0,644,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,All Ages,1540,11378,1260,784,,2017,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,Under 1 year,0,55,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,0-17 years,0,92,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,1-4 years,0,11,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,5-14 years,0,19,0,0,0,0,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,15-24 years,,43,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,18-29 years,,87,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,25-34 years,10,111,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,30-39 years,15,143,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,35-44 years,20,206,13,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,40-49 years,28,310,24,12,0,40,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,45-54 years,51,433,49,31,0,69,
03/17/2021,01/01/2021,03/13/2021,By Year,2021,,Illinois,Female,50-64 years,146,1284,135,85,0,196,
